Date,title,category,account,amount,currency,type,transfer-amount,transfer-currency,to-account,receive-amount,receive-currency,description,due-date,id
2024-05-14 17:56:02.463,Recharge,Transport,Salary Bank,0.00,INR,TRANSFER,200.00,INR,Metro Card,200.00,INR,,,a33a155b-ca7d-4562-a87f-89bc82696753
2024-05-14 17:55:02.389,Juice,Food & Drinks,Cash,10.00,INR,EXPENSE,,,,,,,,312ea3c7-fd8d-40ee-bcf9-9ee382fb9e71
2024-05-14 17:54:56.837,Bus,Transport,Cash,20.00,INR,EXPENSE,,,,,,,,19226009-98a4-4867-8cc7-7c441b3190ef
2024-05-14 17:54:47.434,RtA,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,40420718-2e72-49f7-a0c1-eee663b5c35d
2024-05-14 17:54:46.663,AtR,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,f688a5f5-29fc-429b-b1f1-58ae749df8cc
2024-05-12 17:55:00.000,Snacks,Food & Drinks,Salary Bank,30.00,INR,EXPENSE,,,,,,,,0ef25ffb-a3db-4ef1-8a8f-3446f87d961b
2024-05-10 13:40:00.000,Snacks,Food & Drinks,Salary Bank,60.00,INR,EXPENSE,,,,,,,,508ff447-c1e6-442e-b521-11f1a6909a23
2024-05-10 12:20:52.330,RtA,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,4a4426b0-b4cf-4a10-b17a-af10098311c4
2024-05-10 12:20:51.356,AtR,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,fd83b29f-45ca-4d74-b5aa-aea3f4e30014
2024-05-09 14:04:51.085,Screen,Bills & Fees,Salary Bank,"1,400.00",INR,EXPENSE,,,,,,,,fa7ed52f-db05-417b-bea8-d197bdfe73e9
2024-05-09 14:04:30.298,Snacks,Food & Drinks,Salary Bank,20.00,INR,EXPENSE,,,,,,,,b4c52cef-c5ed-4413-a986-d631def38ae6
2024-05-09 14:04:20.041,Breakfast,Food & Drinks,Salary Bank,30.00,INR,EXPENSE,,,,,,,,a49ad761-2d0c-4360-b0d1-919767fc5226
2024-05-08 04:14:00.000,Juice,Food & Drinks,Salary Bank,80.00,INR,EXPENSE,,,,,,,,7a7da6a6-df34-4f87-8008-1f54b281da93
2024-05-08 04:14:00.000,Bus,Transport,Cash,10.00,INR,EXPENSE,,,,,,,,3e3f3638-f323-4934-8c0e-cc6f885a1678
2024-05-08 04:13:00.000,RtA,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,3489e490-54a8-4aeb-9f0a-d312a10dd10a
2024-05-08 03:46:18.433,AtR,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,a1f86aa7-540c-48a1-b730-522179275527
2024-05-08 03:46:14.380,Bus,Transport,Cash,10.00,INR,EXPENSE,,,,,,,,ec49d0e2-f60e-4572-bd2a-05c165a202dd
2024-05-07 13:46:21.123,RtA,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,6beab6b5-8ad2-4405-8209-35d351371db4
2024-05-07 13:46:19.740,AtR,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,82d6a6ae-0f2e-4741-89cc-d62ca760048a
2024-05-07 03:46:00.000,Shawarma 🌯,Food & Drinks,Salary Bank,120.00,INR,EXPENSE,,,,,,,,224c5bd7-7ae2-4c34-bb10-7fe899c4dbff
2024-05-07 03:45:00.000,Bus,Transport,Cash,10.00,INR,EXPENSE,,,,,,,,32fb9d18-e584-45e4-9778-e884caf79cf9
2024-05-06 15:16:28.152,Bus,Transport,Cash,10.00,INR,EXPENSE,,,,,,,,e3e59dbc-4585-4794-968a-a25b74635ab8
2024-05-06 15:15:51.819,Petrol,Bills & Fees,Salary Bank,100.00,INR,EXPENSE,,,,,,,,231b4928-e59b-4e37-8bc2-3cf110628c82
2024-05-06 15:15:41.755,RtA,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,e86cd4ca-f861-4b84-bd21-d3924ca9d854
2024-05-06 15:15:40.067,AtR,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,fbe815ee-f0f2-49b0-b6ad-f5bd54ffd06b
2024-05-06 08:43:44.835,Juice,Food & Drinks,Salary Bank,40.00,INR,EXPENSE,,,,,,,,12c2ad26-a465-43d3-8cb1-1a08d842937a
2024-05-06 08:43:34.035,Lunch,Food & Drinks,Salary Bank,100.00,INR,EXPENSE,,,,,,,,91969a70-3150-4b01-bc97-26e35c00f24b
2024-05-06 03:28:14.651,Adjust balance,,Salary Bank,80.00,INR,INCOME,,,,,,,,272a637e-935e-45cf-a151-f96dd5867530
2024-05-06 03:22:18.337,Adjust balance,,Cash,30.00,INR,EXPENSE,,,,,,,,a226c682-212e-43fa-8f28-bd562c86ca49
2024-05-04 03:27:00.000,Petrol,Transport,Salary Bank,200.00,INR,EXPENSE,,,,,,,,8856e7fe-ea51-49fd-8e08-732a1029f759
2024-05-04 03:27:00.000,Medic,Bills & Fees,Salary Bank,20.00,INR,EXPENSE,,,,,,,,93bf965f-fd3f-45ce-be3e-7f8acad23500
2024-05-03 03:26:00.000,Petrol,Transport,Salary Bank,100.00,INR,EXPENSE,,,,,,,,85c7287a-67c6-47a2-b09b-db10b1767c83
2024-05-03 03:26:00.000,Recharge,Bills & Fees,Salary Bank,266.90,INR,EXPENSE,,,,,,,,c0350a6b-313c-40f9-96df-bc09d4ab1b21
2024-05-03 03:26:00.000,Petrol,Transport,Salary Bank,50.00,INR,EXPENSE,,,,,,,,aefddc5a-45f9-428a-9562-660e5430e26c
2024-05-02 06:59:13.423,Exam Fees,Bills & Fees,Salary Bank,"2,000.00",INR,EXPENSE,,,,,,,,c41d8549-50b7-4ed3-8c20-661c1aabe068
2024-05-02 06:59:01.605,Juice,Food & Drinks,Salary Bank,80.00,INR,EXPENSE,,,,,,,,3bb50eca-d2f2-488a-96a0-2228fae10012
2024-05-02 06:58:52.514,Bus,Transport,Cash,10.00,INR,EXPENSE,,,,,,,,2bb8783b-91b4-41ed-9693-f602e0614575
2024-05-02 06:58:47.253,Auto,Transport,Cash,20.00,INR,EXPENSE,,,,,,,,f3d8e0bf-93f8-4a14-8fc4-12a5cfb566ad
2024-05-02 03:25:00.000,Juice,Food & Drinks,Salary Bank,80.00,INR,EXPENSE,,,,,,,,02201ad3-181f-4829-aab5-82ff49adabc1
2024-05-02 03:25:00.000,Snacks,Food & Drinks,Salary Bank,30.00,INR,EXPENSE,,,,,,,,89363752-fa3b-4bb3-b5bd-cf5f2fe78125
2024-05-02 01:49:29.202,Savings,,Salary Bank,0.00,INR,TRANSFER,"2,000.00",INR,Savings Bank,"2,000.00",INR,,,d5c5a778-77d0-427a-8a25-bea074464e1f
2024-05-02 01:49:07.739,Netflix,Bills & Fees,Salary Bank,199.00,INR,EXPENSE,,,,,,,,cf4d2147-844b-4d8a-a53c-052fdc69cf08
2024-05-02 01:46:00.656,Baba,Bills & Fees,Salary Bank,"5,000.00",INR,EXPENSE,,,,,,,,22f14513-6bf6-4c2a-8db2-e6bb0c2a44d2
2024-05-01 16:01:11.889,Adjust balance,,Salary Bank,30.00,INR,EXPENSE,,,,,,,,6511f107-793d-40c5-85d6-a25672fcd158
2024-05-01 16:00:51.168,Recharge,Bills & Fees,Salary Bank,155.00,INR,EXPENSE,,,,,,,,88d1725a-bb66-435c-bbe0-4de70e749fc7
2024-05-01 16:00:00.363,Juice,Food & Drinks,Salary Bank,60.00,INR,EXPENSE,,,,,,,,f4f13756-1197-4ffe-9ae1-4e357666b7c8
2024-05-01 15:59:19.629,Recharge,Transport,Salary Bank,0.00,INR,TRANSFER,200.00,INR,Metro Card,200.00,INR,,,bb0f7535-0a80-4c12-8776-954fdd0fd79e
2024-05-01 15:58:54.202,Withdraw,,Salary Bank,0.00,INR,TRANSFER,300.00,INR,Cash,300.00,INR,,,d676f96e-cc64-4cad-ae61-6ad50c6adcf1
2024-05-01 15:57:45.381,RtA,Transport,Cash,35.00,INR,EXPENSE,,,,,,,,93e4b05a-c62e-4415-a0a2-d44b497fb11d
2024-05-01 03:50:02.977,AtR,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,258ad797-30ea-4182-8954-5e2e62170dd8
2024-05-01 03:25:35.843,Water,Food & Drinks,Salary Bank,30.00,INR,EXPENSE,,,,,,,,39def290-90c7-4538-a84d-74736543a1f8
2024-04-30 14:50:06.823,Salary,Bills & Fees,Salary Bank,"19,367.00",INR,INCOME,,,,,,,,2e7a54a6-8f1b-4132-bb0a-e1e1add888f0
2024-04-30 14:49:49.288,Bus,Transport,Cash,10.00,INR,EXPENSE,,,,,,,,223e59b5-7482-4071-b778-e48fef8a1a27
2024-04-30 14:49:41.429,AtR,Transport,Salary Bank,35.00,INR,EXPENSE,,,,,,,,cfe9fe1d-5d66-4a57-b4bd-d4fecddecf35
2024-04-30 14:49:29.643,RtA,Transport,Salary Bank,35.00,INR,EXPENSE,,,,,,,,e2738ea5-560b-470d-8f3d-dcf4f55bb6b5
2024-04-30 02:03:00.000,Juice,Food & Drinks,Salary Bank,90.00,INR,EXPENSE,,,,,,,,6f203563-6af9-4e30-9213-362808479cba
2024-04-29 18:43:47.723,Bus,Transport,Cash,10.00,INR,EXPENSE,,,,,,,,241f2f9d-adec-4016-a54c-fb3f14b7c1b8
2024-04-29 18:43:40.127,RtA,Transport,Salary Bank,35.00,INR,EXPENSE,,,,,,,,a6e443f4-424e-45b3-9dcd-66a35eb78bdf
2024-04-29 12:05:51.225,Adjust balance,,Cash,80.00,INR,EXPENSE,,,,,,,,2bf9e586-bf61-4630-8f8a-1264c4277cb7
2024-04-29 08:51:18.570,Bus,Transport,Cash,10.00,INR,EXPENSE,,,,,,,,ca732d24-ab2e-4928-828b-08ae8246c0c8
2024-04-29 08:51:06.330,AtR,Transport,Salary Bank,35.00,INR,EXPENSE,,,,,,,,20b0e0d5-2587-4033-a4d4-af88ade8281e
2024-04-28 15:27:48.931,Baba,Bills & Fees,Salary Bank,500.00,INR,EXPENSE,,,,,,,,bcd5e720-c629-405d-92ce-a63f78b4fe4e
2024-04-28 14:17:36.623,Breakfast,Food & Drinks,Salary Bank,30.00,INR,EXPENSE,,,,,,,,898b5084-1696-4762-9dd1-a309b83348c2
2024-04-27 14:17:00.000,🍰,Food & Drinks,Salary Bank,100.00,INR,EXPENSE,,,,,,,,cc950855-0206-41da-a80c-c3029267ffee
2024-04-27 14:17:00.000,Milk,Bills & Fees,Salary Bank,40.00,INR,EXPENSE,,,,,,,,8872e260-1d9b-41e5-a7af-739baa5c9d94
2024-04-27 14:16:00.000,Snacks,Food & Drinks,Salary Bank,90.00,INR,EXPENSE,,,,,,,,96623580-7f22-4b17-95ba-a5923dcc532d
2024-04-27 14:15:00.000,Water,Food & Drinks,Salary Bank,60.00,INR,EXPENSE,,,,,,,,7e97a3c7-7731-47dc-8c82-322d5f552f20
2024-04-27 14:07:00.000,Juice,Food & Drinks,Salary Bank,120.00,INR,EXPENSE,,,,,,,,cd891ba6-62e1-448d-bd7a-1067528a4dc7
2024-04-27 14:06:00.000,Water,Food & Drinks,Salary Bank,60.00,INR,EXPENSE,,,,,,,,8218dade-b95a-42f4-af7b-f49bd8e00a1a
2024-04-27 14:06:00.000,Lunch,Food & Drinks,Salary Bank,100.00,INR,EXPENSE,,,,,,,,8c688926-48c5-4043-835c-1864ee2c4b5a
2024-04-27 14:05:00.000,Sujith,Bills & Fees,Salary Bank,100.00,INR,INCOME,,,,,,,,53b5768e-83fb-45a2-8ae1-8b91cb250ede
2024-04-27 14:05:00.000,Priyanka,Bills & Fees,Salary Bank,300.00,INR,INCOME,,,,,,,,130c4200-c84d-49ed-a32f-99c5c113c05d
2024-04-27 14:04:00.000,Petrol,Transport,Salary Bank,100.00,INR,EXPENSE,,,,,,,,5db87f93-4f96-4925-a06f-6ebb5d0f8fab
2024-04-26 14:04:00.000,Juice,Food & Drinks,Salary Bank,49.00,INR,EXPENSE,,,,,,,,cfe93cb8-4d9e-491d-8112-dcf7bc356718
2024-04-26 14:04:00.000,Chotu,Bills & Fees,Salary Bank,500.00,INR,EXPENSE,,,,,,,,2c3ab3b3-c29b-403b-995d-ffca7031439d
2024-04-26 14:03:00.000,Snacks,Food & Drinks,Salary Bank,10.00,INR,EXPENSE,,,,,,,,fde12671-069e-4902-9b8b-9ff25aa4fbb4
2024-04-26 14:03:00.000,Drink,Food & Drinks,Salary Bank,49.00,INR,EXPENSE,,,,,,,,080d00a7-eff8-4afa-b05b-b1978df5870f
2024-04-26 14:03:00.000,Lunch,Food & Drinks,Salary Bank,120.00,INR,EXPENSE,,,,,,,,c689d249-3ea2-4f33-96de-562d61eaf0e2
2024-04-26 14:02:00.000,Water,Food & Drinks,Salary Bank,60.00,INR,EXPENSE,,,,,,,,d35b7b34-4cee-441b-8536-51d87b0280f0
2024-04-26 14:01:00.000,Petrol,Transport,Salary Bank,100.00,INR,EXPENSE,,,,,,,,87bc3d98-21f8-4594-830a-65f3194aebc1
2024-04-25 14:01:00.000,Snacks,Food & Drinks,Salary Bank,20.00,INR,EXPENSE,,,,,,,,67bb9b24-515c-460b-9ee7-0caf306426fd
2024-04-25 14:00:00.000,Petrol,Transport,Salary Bank,100.00,INR,EXPENSE,,,,,,,,304d3124-3599-4697-8c41-387bbbfa7c3b
2024-04-24 14:00:00.000,Shirt,Bills & Fees,Salary Bank,699.00,INR,EXPENSE,,,,,,,,a6f6cecd-3aa8-4980-b1df-698685a7b495
2024-04-24 13:42:04.617,Petrol,Transport,Salary Bank,100.00,INR,EXPENSE,,,,,,,,85244f40-cdd6-4703-94d0-83f4c05750af
2024-04-24 13:41:51.834,Petrol,Transport,Salary Bank,50.00,INR,EXPENSE,,,,,,,,3b6e9e6a-f590-4b0e-996e-301df8dfbb9b
2024-04-24 13:41:40.008,Snacks,Food & Drinks,Salary Bank,60.00,INR,EXPENSE,,,,,,,,c033f55b-4b8b-46b4-9062-255ceca7461c
2024-04-23 17:13:53.508,Team lunch,Food & Drinks,Salary Bank,795.00,INR,EXPENSE,,,,,,,,f453f211-da65-4ebd-86cb-1e76eeeab835
2024-04-23 14:43:27.195,Bus,Transport,Cash,20.00,INR,EXPENSE,,,,,,,,fa88c642-0f31-475b-af47-42d14c122045
2024-04-23 14:40:43.848,RtA,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,cef59635-4e95-47b3-8d08-162a96eeaeb9
2024-04-23 14:40:43.047,AtR,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,86290f86-9587-4953-9e9c-08d3f78fe28b
2024-04-22 14:43:00.000,Bus,Transport,Cash,10.00,INR,EXPENSE,,,,,,,,89490386-793b-4b56-ae73-7b75ab9a5b63
2024-04-22 14:41:00.000,RtA,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,22ed2a16-9eeb-4704-900d-c57ddb6b97d8
2024-04-22 14:41:00.000,Bus Pass,Transport,Salary Bank,430.00,INR,EXPENSE,,,,,,,,f9d1f72b-571d-4a51-bc63-1fed65c0c727
2024-04-22 04:55:34.117,Recharge,Bills & Fees,Salary Bank,259.00,INR,EXPENSE,,,,,,,,78641f2b-8615-4c7e-ace8-b995f369d04e
2024-04-22 04:50:23.089,Adjust balance,,Savings Bank,44.02,INR,INCOME,,,,,,,,21420e78-ed3a-4c32-a040-25969feefc6f
2024-04-22 04:49:49.403,Settlement,,Salary Bank,20.00,INR,EXPENSE,,,,,,,,caae5a83-5d36-46df-9832-056d9f631195
2024-04-22 04:49:11.195,Adjust balance,,Cash,20.00,INR,EXPENSE,,,,,,,,fa774275-a1ac-4748-b6a3-3defc6d3be0e
2024-04-22 04:48:34.081,Bus,Transport,Cash,30.00,INR,EXPENSE,,,,,,,,a2b01bbe-619c-466c-a1a1-e8769b35a7d4
2024-04-22 04:48:22.957,,Bills & Fees,Cash,30.00,INR,INCOME,,,,,,,,c82328a0-7ceb-4d3c-9053-dc44ad0e738c
2024-04-22 04:47:21.338,AtR,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,c4e66e65-0635-41e6-8a2c-27053942453d
2024-04-21 04:47:00.000,Juice,Food & Drinks,Salary Bank,40.00,INR,EXPENSE,,,,,,,,da63805a-1404-4f27-8561-64fa5f76fd44
2024-04-21 04:47:00.000,Manchuria,Food & Drinks,Cash,70.00,INR,EXPENSE,,,,,,,,7de23ae0-6434-4a5a-801e-498744d12c47
2024-04-21 03:26:06.969,Breakfast,Food & Drinks,Salary Bank,25.00,INR,EXPENSE,,,,,,,,c38ecaeb-2832-4e53-bbca-59991c235cc7
2024-04-21 03:25:59.594,Petrol,Transport,Salary Bank,100.00,INR,EXPENSE,,,,,,,,e50c7c0d-1b01-43ed-8392-4ed36eb7e969
2024-04-21 03:25:50.659,Tyre,Bills & Fees,Cash,10.00,INR,EXPENSE,,,,,,,,9d6e1164-eca4-43d6-a297-94dd74513fe5
2024-04-20 18:28:32.596,Shirt,Bills & Fees,Salary Bank,799.00,INR,EXPENSE,,,,,,,,c75d702b-721a-4249-b31e-aa48e2a2813e
2024-04-20 18:28:20.117,Burrito,Food & Drinks,Salary Bank,83.00,INR,EXPENSE,,,,,,,,5d213420-bdb4-4dc7-87c3-ba8a227aa2e7
2024-04-20 18:28:00.000,Sid PayUp,Bills & Fees,Salary Bank,89.52,INR,INCOME,,,,,,,,e675ad21-0ff7-4add-b8e7-74cb235e7524
2024-04-20 18:27:48.295,Ice Cream,Food & Drinks,Salary Bank,88.01,INR,EXPENSE,,,,,,,,70c8bf0f-33b3-4e1c-8ff5-dea0d249fd79
2024-04-20 01:58:00.000,Water,Food & Drinks,Cash,30.00,INR,EXPENSE,,,,,,,,69ee468f-b045-4b68-8ece-4b2796cf07f2
2024-04-19 08:03:00.699,Bus,Transport,Cash,10.00,INR,EXPENSE,,,,,,,,8eb3f736-9b8b-41e5-bf67-c7303f7a300b
2024-04-19 08:02:45.501,RtA,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,bf9cac22-e84b-4789-8df7-09cf9327f049
2024-04-19 08:02:43.381,AtR,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,282095ad-26ea-43a9-a073-96c08f6ea5c9
2024-04-18 16:46:10.130,Snacks,Food & Drinks,Salary Bank,75.00,INR,EXPENSE,,,,,,,,64cae55d-06f1-41ae-93e0-115dc44844c8
2024-04-18 16:45:14.900,Snacks,Food & Drinks,Salary Bank,130.00,INR,EXPENSE,,,,,,,,e4f37e8b-2f2f-4b3a-a533-819e8fa462f4
2024-04-17 15:36:48.740,,,Cash,5.00,INR,EXPENSE,,,,,,,,2bfb6713-ab01-4b6f-9998-dedab45d17af
2024-04-17 05:06:48.154,Reacharge,,Salary Bank,0.00,INR,TRANSFER,200.00,INR,Metro Card,200.00,INR,,,9536b873-151d-43ed-b6a3-43a4be8b15a5
2024-04-17 04:00:52.496,AtR,Transport,Cash,35.00,INR,EXPENSE,,,,,,,,d5fb955e-cfbc-4602-95d7-c4a37877a3a5
2024-04-17 04:00:42.283,Withdraw,,Salary Bank,0.00,INR,TRANSFER,300.00,INR,Cash,300.00,INR,,,63ddb530-ac2a-4185-8698-609d06a746bc
2024-04-16 12:38:52.794,RtA,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,4320c442-4118-4718-bdfc-d41938cb4a64
2024-04-16 07:09:53.181,Bus,Transport,Cash,10.00,INR,EXPENSE,,,,,,,,9f3d2290-3cd6-4f8e-8d70-7920798c5e0b
2024-04-16 07:09:46.768,AtR,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,c627e400-ca70-4dc5-a9b4-6d5c04aa6a74
2024-04-15 14:59:31.037,Bus,Transport,Cash,10.00,INR,EXPENSE,,,,,,,,50b0be3a-fcf0-45f5-8563-ba2e9ce8a4de
2024-04-15 14:59:23.954,RtA,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,b1e0e78e-a75a-41fb-8532-57fec16343a3
2024-04-15 14:59:21.617,Snacks,Food & Drinks,Salary Bank,60.00,INR,EXPENSE,,,,,,,,d4fcda75-8b2a-4d55-9625-1ef27113f942
2024-04-15 12:38:00.000,Domain,Bills & Fees,Salary Bank,616.32,INR,EXPENSE,,,,,,,,6fd5d116-e6a4-48c9-91b4-ad74e76fd663
2024-04-15 06:55:17.895,AtR,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,da84716c-3965-4ab4-8ff0-5d26ac555829
2024-04-15 06:55:10.570,Bus,Transport,Cash,10.00,INR,EXPENSE,,,,,,,,51ff7712-b942-470d-bd30-a0e67aee3a60
2024-04-14 16:42:19.952,Breakfast,Food & Drinks,Salary Bank,30.00,INR,EXPENSE,,,,,,,,eb48ad4f-c670-4dfb-8c7c-a8d0dd7af005
2024-04-12 15:16:13.135,Bus,Transport,Cash,20.00,INR,EXPENSE,,,,,,,,0cbeec5d-7581-4978-b52c-2a3dfe3c20ec
2024-04-12 12:47:51.097,Recharge,,Salary Bank,0.00,INR,TRANSFER,200.00,INR,Metro Card,200.00,INR,,,dd15ea5b-c423-433e-b907-c7dba7bad0af
2024-04-12 12:47:39.692,RtA,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,7eb6d8c1-17b2-4477-83b1-fbcf1cab8029
2024-04-12 12:47:37.044,AtR,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,674a61ae-f7b3-4b1c-9a43-0cfe6c511b46
2024-04-12 03:11:12.881,Adjust balance,,Metro Card,40.00,INR,EXPENSE,,,,,,,,75fdf260-2de4-46ef-ad14-be73200d03b8
2024-04-10 13:03:30.729,RtA,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,a6cb88eb-6f9f-438a-9a67-73d58a6bb773
2024-04-10 04:25:25.680,Adjust balance,,Cash,30.00,INR,EXPENSE,,,,,,,,bfa75682-b795-435a-8566-2057a02b18e8
2024-04-10 04:24:13.571,Adjust balance,,Salary Bank,70.99,INR,EXPENSE,,,,,,,,1a537a15-ffa4-43e5-acb8-ae2a39a1998e
2024-04-10 04:21:51.672,Gym,Bills & Fees,Salary Bank,"1,000.00",INR,EXPENSE,,,,,,,,db4d5d93-9d36-4622-9f33-ffe3a81f5187
2024-04-10 04:21:38.710,AtR,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,e84d01b9-287d-45e2-8de9-05c54092b598
2024-04-10 03:10:00.000,Shawarma 🌯,Food & Drinks,Salary Bank,140.00,INR,EXPENSE,,,,,,,,395b3c2e-58b4-4db5-a9d8-4e42b818db08
2024-04-08 10:36:18.446,AtR,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,e3b176ce-d3cf-4786-90dc-e9042f57f6b5
2024-04-08 10:36:12.580,Bus,Transport,Cash,10.00,INR,EXPENSE,,,,,,,,66ba10cb-56f7-4313-afd1-48690e8cabdc
2024-04-07 14:17:41.212,Breakfast,Food & Drinks,Salary Bank,30.00,INR,EXPENSE,,,,,,,,94f701db-6572-4e35-85b6-648db71b617a
2024-04-07 14:17:28.139,Fest,Bills & Fees,Salary Bank,250.00,INR,EXPENSE,,,,,,,,79c1e6b0-51f6-4e6d-9f7d-98b626720490
2024-04-06 03:42:00.000,Juice,Food & Drinks,Salary Bank,10.00,INR,EXPENSE,,,,,,,,fb74083b-ea28-4af5-80eb-84f4df9052cf
2024-04-06 03:41:00.000,Bus,Transport,Cash,10.00,INR,EXPENSE,,,,,,,,057e1b71-c054-4539-9b55-7bf470e68a30
2024-04-06 03:41:00.000,Juice,Food & Drinks,Salary Bank,30.00,INR,EXPENSE,,,,,,,,c53d9d07-d910-445e-801c-d41f0c7f5309
2024-04-06 03:40:00.000,Auto,Transport,Cash,20.00,INR,EXPENSE,,,,,,,,d0ab442a-52ec-445b-84ea-273755da3fb3
2024-04-05 13:25:05.480,Juice,Food & Drinks,Salary Bank,30.00,INR,EXPENSE,,,,,,,,6e1e0f1c-25e7-488b-a5ac-07346327315c
2024-04-05 13:24:56.623,RtA,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,113c8e7b-b90e-4076-8586-d10404e8b74e
2024-04-05 12:22:46.731,Recharge,,Salary Bank,0.00,INR,TRANSFER,200.00,INR,Metro Card,200.00,INR,,,2eaf92f1-dfab-4078-a95c-cd378fe0e5eb
2024-04-05 08:47:42.107,Wow,Bills & Fees,Salary Bank,309.84,INR,EXPENSE,,,,,,,,bd7c7a55-0da0-4697-b90b-3d3423da3788
2024-04-05 05:34:22.364,Juice,Food & Drinks,Salary Bank,25.00,INR,EXPENSE,,,,,,,,09b6a757-ef2d-41af-b5f6-11a018562cf0
2024-04-05 05:34:05.807,AtR,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,d6d06f16-a9cf-4004-b5dc-cd1ab650372f
2024-04-04 08:37:47.351,Snacks,Food & Drinks,Salary Bank,75.00,INR,EXPENSE,,,,,,,,9a254132-ba75-4604-a7b2-0c32e6b6d2b8
2024-04-04 03:43:27.547,Petrol,Bills & Fees,Salary Bank,100.00,INR,EXPENSE,,,,,,,,15d4007d-437e-41f1-b476-cefe1a408b5a
2024-04-04 02:07:59.508,Stonks,Bills & Fees,Salary Bank,761.44,INR,INCOME,,,,,,,,1df1ce5b-1d36-4172-9031-950a2cb7bc78
2024-04-03 14:58:09.114,Settlement,,Salary Bank,0.00,INR,TRANSFER,"3,199.00",INR,Savings Bank,"3,199.00",INR,,,6440e4bf-f9ac-4649-819d-000b833264eb
2024-04-03 14:55:47.327,Maa,Bills & Fees,Salary Bank,"10,000.00",INR,INCOME,,,,,,,,925f49ab-6a95-4ba7-85b5-40ebf01c0f46
2024-04-03 10:25:10.802,Bus,Transport,Cash,10.00,INR,EXPENSE,,,,,,,,77ef7682-a11e-488f-87b1-09fbfa08761b
2024-04-03 10:23:49.761,AtR,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,28259330-312f-4173-bdd7-20d8ffe441f1
2024-04-02 10:24:00.000,AtR,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,9763f058-f4cd-4239-b3b4-decacaba4938
2024-04-02 10:24:00.000,RtA,Transport,Metro Card,35.00,INR,EXPENSE,,,,,,,,263a68dd-b4b5-43b5-8c20-d53ff12921b7
2024-04-02 10:24:00.000,Juice,Food & Drinks,Cash,10.00,INR,EXPENSE,,,,,,,,5c4eb6d5-ef06-453f-b1c1-c5377e01be36
2024-04-02 10:24:00.000,Juice,Food & Drinks,Cash,60.00,INR,EXPENSE,,,,,,,,340a1e1d-ada0-49c9-97d6-18244d566b89
2024-04-02 10:24:00.000,Chotu,Bills & Fees,Cash,60.00,INR,INCOME,,,,,,,,8f5f4a24-742f-4ab4-9821-3fbfac31c591
2024-04-02 03:33:39.883,Bus,Transport,Cash,10.00,INR,EXPENSE,,,,,,,,5fad39bf-5473-4c24-8869-7dde53268f6d
2024-04-01 18:29:57.016,Netflix,Bills & Fees,Savings Bank,199.00,INR,EXPENSE,,,,,,,,fdb6c9d4-f0a4-43d7-9c38-48376417a722
2024-04-01 18:28:27.576,Chotu,Bills & Fees,Savings Bank,"3,000.00",INR,EXPENSE,,,,,,,,6a0c41ac-05ea-4453-b966-0d8da9015154
2024-04-01 18:18:37.086,Bhagwat,Bills & Fees,Cash,100.00,INR,INCOME,,,,,,,,5de6713f-e6c6-490c-ada4-080c3bcf70e9
2024-04-01 18:18:27.349,Snacks,Food & Drinks,Salary Bank,160.00,INR,EXPENSE,,,,,,,,0e3be43f-e9cb-405c-8fa1-3c56ae959f43
2024-04-01 15:09:51.209,Juice,Food & Drinks,Salary Bank,50.00,INR,EXPENSE,,,,,,,,73b78e97-9b36-4d8c-afe5-8b88faff1778
2024-04-01 03:17:56.352,Adjust balance,,Cash,50.00,INR,EXPENSE,,,,,,,,75469fc3-9c9d-4f9c-8f4c-46241e84de79
