,Date,Amount,Type,Normalized_Amount,dataset
491,2021-09-05,1600.69,Expense,0.31843392624502426,0
492,2021-09-06,1489.18,Expense,0.29604968654837877,0
493,2021-09-09,684.68,Expense,0.13455636006688573,0
494,2021-09-09,3509.0,Income,0.7015033232094716,0
495,2021-09-09,1604.28,Expense,0.31915457390452523,0
496,2021-09-10,866.91,Expense,0.1711367564431722,0
497,2021-09-11,1095.49,Expense,0.21702133638989649,0
498,2021-09-11,662.56,Expense,0.1301160463543057,0
499,2021-09-11,1209.22,Expense,0.23985121335787687,0
500,2021-09-11,709.58,Expense,0.1395547240561824,0
501,2021-09-15,4063.0,Income,0.8127119035335824,0
502,2021-09-16,1031.04,Expense,0.2040838038955121,0
503,2021-09-16,159.33,Expense,0.029098909393110287,0
504,2021-09-17,1906.05,Expense,0.37973113217962795,0
505,2021-09-17,785.0,Income,0.15469434703099186,0
506,2021-09-19,3500.0,Income,0.6996966856229788,0
507,2021-09-19,1214.14,Expense,0.24083884190515958,0
508,2021-09-19,750.31,Expense,0.14773076282261025,0
509,2021-09-19,1063.63,Expense,0.2106258393337121,0
510,2021-09-20,506.73,Expense,0.09883512023173138,0
511,2021-09-21,4588.0,Income,0.9180990960789942,0
512,2021-09-28,530.94,Expense,0.10369497533939695,0
513,2021-10-01,437.0,Expense,0.08483769368660458,0
514,2021-10-07,408.35,Expense,0.07908656403626925,0
515,2021-10-08,4203.0,Income,0.8408151548790256,0
516,2021-10-13,1219.0,Income,0.24181442620186566,0
517,2021-10-13,1339.0,Expense,0.2659029273551027,0
518,2021-10-13,1783.75,Expense,0.35518093475428725,0
519,2021-10-16,1589.46,Expense,0.31617964401210047,0
520,2021-10-20,1970.41,Expense,0.3926505982981474,0
521,2021-10-21,1582.84,Expense,0.3148507616984802,0
522,2021-10-22,4328.0,Income,0.8659073435803141,0
523,2021-10-24,1227.78,Expense,0.24357690153624417,0
524,2021-10-24,3761.0,Income,0.7520891756312693,0
525,2021-10-27,1056.13,Expense,0.20912030801163478,0
526,2021-10-27,259.4,Expense,0.04918671197981383,0
527,2021-10-30,905.45,Expense,0.1788731800635535,0
528,2021-11-03,265.39,Expense,0.05038912966237958,0
529,2021-11-04,1537.89,Expense,0.3058276106414969,0
530,2021-11-05,1517.0,Income,0.30163420406573754,0
531,2021-11-05,337.67,Expense,0.06489843685701266,0
532,2021-11-06,698.59,Expense,0.13734861882556512,0
533,2021-11-07,1693.41,Expense,0.33704630813609204,0
534,2021-11-10,259.09,Expense,0.049124483351834634,0
535,2021-11-15,1010.12,Expense,0.19988437519446445,0
536,2021-11-16,1902.0,Income,0.3789181452657062,0
537,2021-11-17,1686.63,Expense,0.33568530782093414,0
538,2021-11-18,1305.75,Expense,0.2592284051605599,0
539,2021-11-18,171.63,Expense,0.031567980761317074,0
540,2021-11-19,1240.04,Expense,0.24603794340406654,0
541,2021-11-21,2974.0,Income,0.5941087555679567,0
542,2021-11-21,601.89,Expense,0.11793730164624831,0
543,2021-11-21,1794.0,Income,0.3572384942277929,0
544,2021-11-23,934.24,Expense,0.18465241296523427,0
545,2021-11-26,632.04,Expense,0.1239895375609991,0
546,2021-11-27,1950.99,Expense,0.38875227586151523,0
547,2021-11-28,4718.0,Income,0.9441949723283343,0
548,2021-12-01,491.06,Expense,0.09568956345613784,0
549,2021-12-02,2530.0,Income,0.5049813013009798,0
550,2021-12-03,504.06,Expense,0.09829915108107186,0
551,2021-12-03,2877.0,Income,0.5746372171357568,0
552,2021-12-08,1628.82,Expense,0.3240806723903622,0
553,2021-12-09,387.77,Expense,0.0749553860884891,0
554,2021-12-09,4585.0,Income,0.9174968835501633,0
555,2021-12-11,56.12,Expense,0.00838079102623037,0
556,2021-12-12,1933.71,Expense,0.3852835316954491,0
557,2021-12-13,106.83,Expense,0.0185601901385691,0
558,2021-12-13,578.64,Expense,0.11327015454780864,0
559,2021-12-15,4030.0,Income,0.8060875657164422,0
560,2021-12-15,3496.0,Income,0.6988937355845376,0
561,2021-12-16,100.03,Expense,0.017195175073219007,0
562,2021-12-19,3469.0,Income,0.6934738228250593,0
563,2021-12-20,778.83,Expense,0.15345579659669625,0
564,2021-12-20,1652.37,Expense,0.32880804074168496,0
565,2021-12-23,266.04,Expense,0.05051960904362628,0
566,2021-12-24,3277.0,Income,0.6549322209798801,0
567,2021-12-26,1512.38,Expense,0.30070679677133794,0
568,2021-12-28,4596.0,Income,0.9197049961558766,0
569,2021-12-31,1622.0,Income,0.3227116425748199,0
570,2022-01-01,1043.47,Expense,0.20657897113996826,0
571,2022-01-03,333.38,Expense,0.06403727294078444,0
572,2022-01-03,1191.51,Expense,0.2362961520626783,0
573,2022-01-03,3186.0,Income,0.636665107605342,0
574,2022-01-04,1420.39,Expense,0.28224095326228565,0
575,2022-01-05,743.03,Expense,0.14626939375264722,0
576,2022-01-06,1171.57,Expense,0.23229344612104874,0
577,2022-01-08,1197.85,Expense,0.23756882787360764,0
578,2022-01-09,1445.59,Expense,0.2872995385044654,0
579,2022-01-13,1053.22,Expense,0.20853616185866877,0
580,2022-01-13,304.07,Expense,0.058153656534106306,0
581,2022-01-14,1149.41,Expense,0.22784510290808432,0
582,2022-01-16,831.79,Expense,0.16408685510565818,0
583,2022-01-16,47.69,Expense,0.006688573820215472,0
584,2022-01-18,1414.49,Expense,0.28105660195558485,0
585,2022-01-18,1746.91,Expense,0.34778576490024354,0
586,2022-01-21,1996.26,Expense,0.39783966292157386,0
587,2022-01-21,634.37,Expense,0.12445725595839113,0
588,2022-01-22,4975.0,Income,0.9957845122981835,0
589,2022-01-23,1224.05,Expense,0.24282815062539773,0
590,2022-01-24,2785.0,Income,0.5561693662516084,0
591,2022-01-28,1883.56,Expense,0.3752165455884921,0
592,2022-02-01,1412.75,Expense,0.2807073186888629,0
593,2022-02-02,640.91,Expense,0.12577007927124254,0
594,2022-02-05,582.7,Expense,0.11408514883682651,0
595,2022-02-05,1792.56,Expense,0.3569494322139541,0
596,2022-02-06,1909.67,Expense,0.3804578019644173,0
597,2022-02-08,93.71,Expense,0.015926514012481855,0
598,2022-02-08,699.26,Expense,0.13748311295700402,0
599,2022-02-09,1497.2,Expense,0.29765960137545344,0
600,2022-02-10,1866.72,Expense,0.37183612592665455,0
601,2022-02-10,227.36,Expense,0.04275508217189956,0
602,2022-02-10,492.49,Expense,0.09597661809488059,0
603,2022-02-10,1279.51,Expense,0.25396105290838544,0
604,2022-02-11,3205.0,Income,0.6404791202879379,0
605,2022-02-14,1365.57,Expense,0.27123652298544854,0
606,2022-02-17,1816.79,Expense,0.36181330207181184,0
607,2022-02-17,3131.0,Income,0.6256245445767751,0
608,2022-02-17,960.12,Expense,0.18984749971394904,0
609,2022-02-17,3833.0,Income,0.7665422763232115,0
610,2022-02-18,4883.0,Income,0.9773166614140352,0
611,2022-02-21,1827.33,Expense,0.3639290754231045,0
612,2022-02-22,797.0,Income,0.15710319714631557,0
613,2022-02-22,1578.04,Expense,0.3138872216523507,0
614,2022-02-25,806.0,Income,0.15890983473280834,0
615,2022-02-27,3244.0,Income,0.6483078831627399,0
616,2022-03-01,1779.63,Expense,0.3543538962146928,0
617,2022-03-02,2735.0,Income,0.546132490771093,0
618,2022-03-04,3208.0,Income,0.6410813328167688,0
619,2022-03-05,2607.0,Income,0.5204380895409736,0
620,2022-03-07,1475.87,Expense,0.2933778702954655,0
621,2022-03-07,359.23,Expense,0.06922633756421091,0
622,2022-03-12,1655.71,Expense,0.3294785040237834,0
623,2022-03-14,807.66,Expense,0.15924305899876143,0
624,2022-03-17,4411.0,Income,0.8825685568779696,0
625,2022-03-17,23.59,Expense,0.0018507998386070423,0
626,2022-03-18,1509.98,Expense,0.30022502674827317,0
627,2022-03-18,1169.1,Expense,0.23179762447231128,0
628,2022-03-18,1310.83,Expense,0.26024815170938026,0
629,2022-03-20,1338.89,Expense,0.26588084622904556,0
630,2022-03-20,816.78,Expense,0.16107378508640746,0
631,2022-03-22,1383.68,Expense,0.27487187928449125,0
632,2022-03-23,741.41,Expense,0.14594419898707853,0
633,2022-03-23,961.58,Expense,0.1901405764779801,0
634,2022-03-24,837.53,Expense,0.16523908841082136,0
635,2022-03-25,1517.13,Expense,0.3016602999419869,0
636,2022-03-26,1526.1,Expense,0.3034609154031913,0
637,2022-03-27,1055.76,Expense,0.20904603513307896,0
638,2022-03-28,165.42,Expense,0.03032140082663706,0
639,2022-03-28,1659.26,Expense,0.3301911221829,0
640,2022-03-28,1149.68,Expense,0.22789930203567912,0
641,2022-03-28,4762.0,Income,0.9530274227511879,0
642,2022-03-29,1619.3,Expense,0.32216965129887204,0
643,2022-03-29,1436.67,Expense,0.2855089599187415,0
644,2022-03-31,919.03,Expense,0.18159919544406147,0
645,2022-03-31,3024.0,Income,0.6041456310484721,0
646,2022-03-31,516.37,Expense,0.10077022982437475,0
647,2022-04-01,1098.0,Income,0.21752518753901837,0
648,2022-04-01,1022.0,Income,0.20226913680863493,0
649,2022-04-01,1869.82,Expense,0.3724584122064465,0
650,2022-04-01,759.0,Income,0.14947517178112385,0
651,2022-04-02,1540.25,Expense,0.3063013511641772,0
652,2022-04-02,755.18,Expense,0.14870835449441247,0
653,2022-04-03,1740.54,Expense,0.34650706696402583,0
654,2022-04-03,169.7,Expense,0.03118055736776918,0
655,2022-04-04,1310.53,Expense,0.2601879304564972,0
656,2022-04-05,1985.77,Expense,0.3957339264457617,0
657,2022-04-08,1458.44,Expense,0.2898790155029579,0
658,2022-04-09,1514.8,Expense,0.30119258154459483,0
659,2022-04-09,1350.26,Expense,0.26816323171331474,0
660,2022-04-10,1648.49,Expense,0.32802917920439695,0
661,2022-04-10,318.69,Expense,0.06108843892460901,0
662,2022-04-16,763.0,Income,0.15027812181956507,0
663,2022-04-18,1233.7,Expense,0.24476526759313721,0
664,2022-04-18,488.93,Expense,0.09526199256066789,0
665,2022-04-21,4157.0,Income,0.8315812294369513,0
666,2022-04-22,2419.0,Income,0.48269943773423557,0
667,2022-04-22,497.02,Expense,0.09688595901341528,0
668,2022-04-24,288.87,Expense,0.05510244638802962,0
669,2022-04-24,1633.41,Expense,0.32500205755947353,0
670,2022-04-29,1159.17,Expense,0.22980430100188093,0
671,2022-04-30,481.44,Expense,0.09375846861368668,0
672,2022-05-02,832.98,Expense,0.16432573274209444,0
673,2022-05-02,1255.73,Expense,0.2491875149298523,0
674,2022-05-03,103.3,Expense,0.017851586729644712,0
675,2022-05-05,1573.75,Expense,0.3130260577361225,0
676,2022-05-05,822.44,Expense,0.16220995939080182,0
677,2022-05-06,1511.29,Expense,0.30048799288586264,0
678,2022-05-07,1119.0,Expense,0.22174067524083485,0
679,2022-05-07,1830.33,Expense,0.3645312879519354,0
680,2022-05-07,608.47,Expense,0.11925815445948415,0
681,2022-05-08,2588.0,Income,0.5166240768583777,0
682,2022-05-08,1845.23,Expense,0.367522276845129,0
683,2022-05-09,1075.91,Expense,0.21309089595172667,0
684,2022-05-09,544.24,Expense,0.10636478421721404,0
685,2022-05-11,1748.5,Expense,0.3481049375405239,0
686,2022-05-13,4427.0,Income,0.8857803570317346,0
687,2022-05-13,613.34,Expense,0.12023574613128635,0
688,2022-05-14,1874.95,Expense,0.37348819563074737,0
689,2022-05-19,1496.29,Expense,0.29747693024170807,0
690,2022-05-19,1394.3,Expense,0.2770037116365527,0
691,2022-05-20,767.52,Expense,0.15118545536300368,0
692,2022-05-20,1831.1,Expense,0.3646858558343353,0
693,2022-05-22,623.76,Expense,0.12232743098142575,0
694,2022-05-23,937.35,Expense,0.18527670662012233,0
695,2022-05-24,1525.64,Expense,0.3033685761487706,0
696,2022-05-24,747.7,Expense,0.14720683792252737,0
697,2022-05-25,1485.09,Expense,0.29522867013407256,0
698,2022-05-27,2918.0,Income,0.5828674550297794,0
699,2022-05-28,2384.0,Income,0.4756736248978748,0
700,2022-05-29,1003.61,Expense,0.19857757400690135,0
701,2022-05-29,522.08,Expense,0.10191644100424962,0
702,2022-05-30,346.84,Expense,0.06673919982013918,0
703,2022-05-30,927.05,Expense,0.18320911027113615,0
704,2022-05-31,376.26,Expense,0.07264489735287445,0
705,2022-06-01,1052.65,Expense,0.2084217414781909,0
706,2022-06-01,1890.92,Expense,0.376693973659224,0
707,2022-06-04,830.66,Expense,0.16386002171979852,0
708,2022-06-04,145.26,Expense,0.026274532632893248,0
709,2022-06-06,4642.0,Income,0.9289389215979509,0
710,2022-06-07,1239.49,Expense,0.2459275377737809,0
711,2022-06-07,1321.98,Expense,0.2624863749415352,0
712,2022-06-11,597.0,Income,0.1169556952242539,0
713,2022-06-11,4888.0,Income,0.9783203489620867,0
714,2022-06-12,1836.92,Expense,0.36585414814026734,0
715,2022-06-12,1009.41,Expense,0.19974185156264113,0
716,2022-06-12,1614.27,Expense,0.32115994162553224,0
717,2022-06-13,391.94,Expense,0.07579246150356408,0
718,2022-06-17,541.98,Expense,0.10591111744549475,0
719,2022-06-17,1919.0,Expense,0.38233068292908146,0
720,2022-06-18,1980.56,Expense,0.394688084020692,0
721,2022-06-19,1310.93,Expense,0.26026822546034134,0
722,2022-06-20,196.07,Expense,0.03647400549619301,0
723,2022-06-21,121.67,Expense,0.021539134781186076,0
724,2022-06-21,1177.0,Income,0.23338345079823272,0
725,2022-06-23,1790.63,Expense,0.35656200882040623,0
726,2022-06-23,1293.37,Expense,0.25674327479158426,0
727,2022-06-25,430.72,Expense,0.08357706212625185,0
728,2022-06-25,549.48,Expense,0.10741664876757206,0
729,2022-06-26,1799.63,Expense,0.35836864640689897,0
730,2022-06-26,366.92,Expense,0.07077000901311419,0
731,2022-06-30,1923.32,Expense,0.383197868970598,0
732,2022-07-01,1858.46,Expense,0.3701780340972734,0
733,2022-07-02,1137.72,Expense,0.22549848142073983,0
734,2022-07-04,204.39,Expense,0.03814414157615077,0
735,2022-07-04,773.85,Expense,0.15245612379883694,0
736,2022-07-04,1006.58,Expense,0.199173764410444,0
737,2022-07-05,687.78,Expense,0.13517864634667767,0
738,2022-07-06,1938.15,Expense,0.3861748062381189,0
739,2022-07-13,1569.26,Expense,0.31212474631797227,0
740,2022-07-17,718.06,Expense,0.14125697813767782,0
741,2022-07-17,379.62,Expense,0.0733193753851651,0
742,2022-07-17,180.53,Expense,0.03335454459684882,0
743,2022-07-18,1429.09,Expense,0.2839873695958953,0
744,2022-07-18,3612.0,Income,0.7221792866993334,0
745,2022-07-19,1481.91,Expense,0.29459032485351183,0
746,2022-07-20,192.13,Expense,0.0356830997083284,0
747,2022-07-22,726.24,Expense,0.14289901096629015,0
748,2022-07-25,183.72,Expense,0.03399489725250571,0
749,2022-07-27,1452.44,Expense,0.28867459044529603,0
750,2022-07-27,590.78,Expense,0.11570710791447779,0
751,2022-07-27,215.55,Expense,0.040384372183401816,0
752,2022-07-27,3157.0,Income,0.6308437198266431,0
753,2022-07-28,1148.2,Expense,0.22760221052145585,0
754,2022-07-28,1888.0,Income,0.3761078201311619,0
755,2022-07-29,2698.0,Income,0.5387052029155116,0
756,2022-07-30,342.74,Expense,0.06591617603073693,0
757,2022-07-31,973.62,Expense,0.1925574560936882,0
758,2022-08-02,2520.0,Income,0.5029739262048767,0
759,2022-08-02,1191.67,Expense,0.23632827006421597,0
760,2022-08-03,1609.0,Income,0.3201020549498859,0
761,2022-08-04,671.11,Expense,0.13183235206147387,0
762,2022-08-06,886.04,Expense,0.1749768650020174,0
763,2022-08-07,607.87,Expense,0.11913771195371796,0
764,2022-08-12,963.23,Expense,0.1904717933688371,0
765,2022-08-13,3114.0,Income,0.6222120069133998,0
766,2022-08-15,1935.85,Expense,0.38571310996601516,0
767,2022-08-15,758.35,Expense,0.14934469239987716,0
768,2022-08-16,736.38,Expense,0.14493448931373867,0
769,2022-08-16,1188.53,Expense,0.23569795428403958,0
770,2022-08-17,1906.48,Expense,0.3798174493087604,0
771,2022-08-18,882.53,Expense,0.1742722763432852,0
772,2022-08-19,1639.74,Expense,0.32627272599530677,0
773,2022-08-21,1349.23,Expense,0.2679564720784161,0
774,2022-08-21,2482.0,Income,0.495345900839685,0
775,2022-08-22,903.64,Expense,0.17850984517115884,0
776,2022-08-22,1433.32,Expense,0.2848364892615469,0
777,2022-08-23,1073.39,Expense,0.2125850374275087,0
778,2022-08-24,1091.85,Expense,0.21629065185491494,0
779,2022-08-26,1406.25,Expense,0.2794025248763959,0
780,2022-08-26,227.65,Expense,0.04281329604968655,0
781,2022-08-28,341.01,Expense,0.06556890013911108,0
782,2022-08-29,1933.95,Expense,0.38533170869775557,0
783,2022-08-30,220.83,Expense,0.041444266234144246,0
784,2022-08-31,4683.0,Income,0.9371691594919735,0
785,2022-08-31,897.1,Expense,0.1771970218583074,0
786,2022-09-01,696.49,Expense,0.1369270700553835,0
787,2022-09-02,2920.0,Income,0.583268930049,0
788,2022-09-03,240.98,Expense,0.045489127052791956,0
789,2022-09-03,703.17,Expense,0.13826799661958034,0
790,2022-09-03,1047.02,Expense,0.20729158929908484,0
791,2022-09-04,881.95,Expense,0.17415584858771124,0
792,2022-09-04,143.68,Expense,0.025957367367708963,0
793,2022-09-05,685.0,Income,0.13462059606996105,0
794,2022-09-06,1357.51,Expense,0.2696185786579895,0
795,2022-09-07,4727.0,Income,0.9460016099148271,0
796,2022-09-08,3211.0,Income,0.6416835453455998,0
797,2022-09-10,471.39,Expense,0.09174105664210308,0
798,2022-09-11,68.09,Expense,0.01078361901626576,0
799,2022-09-11,380.91,Expense,0.0735783267725624,0
800,2022-09-12,904.65,Expense,0.17871259005586523,0
801,2022-09-14,1412.42,Expense,0.2806410753106915,0
802,2022-09-15,1158.92,Expense,0.22975411662447837,0
803,2022-09-15,737.93,Expense,0.14524563245363464,0
804,2022-09-17,2649.0,Income,0.5288690649446065,0
805,2022-09-18,1060.15,Expense,0.2099272728002682,0
806,2022-09-19,1226.5,Expense,0.24331995752394298,0
807,2022-09-19,710.45,Expense,0.1397293656895434,0
808,2022-09-21,1629.34,Expense,0.32418505589535956,0
809,2022-09-23,1838.18,Expense,0.36610707740237636,0
810,2022-09-26,374.26,Expense,0.07224342233365384,0
811,2022-09-26,633.24,Expense,0.12423042257253147,0
812,2022-09-28,842.3,Expense,0.16619660633166253,0
813,2022-09-29,3965.0,Income,0.7930396275917722,0
814,2022-09-29,1866.0,Income,0.37169159491973514,0
815,2022-09-30,382.33,Expense,0.07386337403620903,0
816,2022-10-01,1732.39,Expense,0.34487105626070186,0
817,2022-10-02,281.7,Expense,0.053663158444123706,0
818,2022-10-03,824.18,Expense,0.16255924265752372,0
819,2022-10-04,982.51,Expense,0.19434201255412384,0
820,2022-10-04,2306.0,Income,0.46001609914827074,0
821,2022-10-05,457.44,Expense,0.08894076838303928,0
822,2022-10-08,1135.64,Expense,0.22508094740075038,0
823,2022-10-10,1103.96,Expense,0.2187215830962958,0
824,2022-10-12,2694.0,Income,0.5379022528770704,0
825,2022-10-12,1088.67,Expense,0.21565230657435422,0
826,2022-10-13,1097.24,Expense,0.21737262703171453,0
827,2022-10-19,1474.62,Expense,0.29312694840845266,0
828,2022-10-19,602.44,Expense,0.11804770727653399,0
829,2022-10-20,533.0,Expense,0.10410849460919418,0
830,2022-10-21,883.75,Expense,0.1745171761050098,0
831,2022-10-22,427.66,Expense,0.0829628053468443,0
832,2022-10-23,1723.49,Expense,0.3430844924251701,0
833,2022-10-25,340.3,Expense,0.06542637650728778,0
834,2022-10-28,2195.0,Income,0.4377342355815265,0
835,2022-10-30,1069.24,Expense,0.21175197676262592,0
836,2022-10-31,654.07,Expense,0.1284117848977142,0
837,2022-11-03,1149.74,Expense,0.22791134628625573,0
838,2022-11-04,279.82,Expense,0.053285771926056325,0
839,2022-11-05,1838.35,Expense,0.3661412027790101,0
840,2022-11-07,1405.84,Expense,0.27932022249745564,0
841,2022-11-07,3138.0,Income,0.6270297071440473,0
842,2022-11-09,984.02,Expense,0.19464512619363541,0
843,2022-11-10,1259.35,Expense,0.24991418471464158,0
844,2022-11-13,1270.92,Expense,0.2522367177008329,0
845,2022-11-14,914.84,Expense,0.1807581052787943,0
846,2022-11-14,811.67,Expense,0.16004801641229877,0
847,2022-11-15,1739.13,Expense,0.34622402707547534,0
848,2022-11-17,1464.55,Expense,0.29110552168667686,0
849,2022-11-17,1701.71,Expense,0.33871242946585756,0
850,2022-11-18,443.48,Expense,0.08613847274887938,0
851,2022-11-19,994.48,Expense,0.19674484054415925,0
852,2022-11-21,682.13,Expense,0.13404447941737946,0
853,2022-11-22,1578.72,Expense,0.31402372315888577,0
854,2022-11-26,101.43,Expense,0.01747620758667344,0
855,2022-11-26,42.4,Expense,0.005626672394376941,0
856,2022-11-28,2157.0,Income,0.4301062102163348,0
857,2022-11-28,888.16,Expense,0.17540242852239124,0
858,2022-12-01,1765.47,Expense,0.3515114530786108,0
859,2022-12-03,195.75,Expense,0.036409769493117715,0
860,2022-12-04,749.97,Expense,0.14766251206934278,0
861,2022-12-05,113.06,Expense,0.019810784823441323,0
862,2022-12-05,864.17,Expense,0.17058673566683996,0
863,2022-12-07,508.0,Income,0.09909005686893647,0
864,2022-12-12,274.07,Expense,0.05213153124579706,0
865,2022-12-13,28.48,Expense,0.0028324062606014497,0
866,2022-12-15,1976.43,Expense,0.3938590381060015,0
867,2022-12-16,960.62,Expense,0.1899478684687542,0
868,2022-12-18,1464.22,Expense,0.29103927830850546,0
869,2022-12-22,3511.0,Income,0.7019047982286922,0
870,2022-12-28,771.61,Expense,0.15200647177730983,0
871,2022-12-30,1286.74,Expense,0.25541238510286796,0
872,2022-12-31,1065.71,Expense,0.21104337335370152,0
873,2023-01-03,4105.0,Income,0.8211428789372154,0
874,2023-01-04,1259.88,Expense,0.2500205755947351,0
875,2023-01-04,4124.0,Income,0.8249568916198112,0
876,2023-01-06,1794.22,Expense,0.3572826564799072,0
877,2023-01-09,3645.0,Income,0.7288036245164735,0
878,2023-01-10,635.86,Expense,0.12475635484771049,0
879,2023-01-11,1190.0,Income,0.23599303842316674,0
880,2023-01-13,1560.15,Expense,0.31029602760542235,0
881,2023-01-15,418.84,Expense,0.08119230051208139,0
882,2023-01-16,1498.21,Expense,0.29786234626015984,0
883,2023-01-17,1569.77,Expense,0.3122271224478735,0
884,2023-01-18,994.83,Expense,0.19681509867252286,0
885,2023-01-19,1081.0,Income,0.21411264987564313,0
886,2023-01-19,1973.9,Expense,0.3933511722066874,0
887,2023-01-19,779.81,Expense,0.15365251935611435,0
888,2023-01-19,737.17,Expense,0.1450930719463308,0
889,2023-01-19,1909.36,Expense,0.3803955733364381,0
890,2023-01-20,1178.85,Expense,0.23375481519101177,0
891,2023-01-21,1018.16,Expense,0.20149830477173133,0
892,2023-01-21,826.0,Income,0.1629245849250145,0
893,2023-01-22,852.91,Expense,0.1683264313086279,0
894,2023-01-23,562.16,Expense,0.10996200038943076,0
895,2023-01-23,1948.88,Expense,0.3883287197162375,0
896,2023-01-23,3700.0,Income,0.7398441875450404,0
897,2023-01-24,336.03,Expense,0.06456922734125176,0
898,2023-01-24,627.24,Expense,0.12302599751486963,0
899,2023-01-24,125.23,Expense,0.022253760315398774,0
900,2023-01-24,1450.0,Income,0.2881847909218469,0
901,2023-01-24,625.49,Expense,0.12267470687305158,0
902,2023-01-24,247.69,Expense,0.046836075742277126,0
903,2023-01-25,342.26,Expense,0.06581982202612398,0
904,2023-01-26,1467.0,Income,0.29159732858522214,0
905,2023-01-27,676.67,Expense,0.13294845261490715,0
906,2023-01-27,533.27,Expense,0.10416269373678895,0
907,2023-01-28,997.33,Expense,0.19731694244654863,0
908,2023-01-29,1004.22,Expense,0.19870002388776364,0
909,2023-01-29,323.05,Expense,0.061963654466509956,0
910,2023-01-30,464.52,Expense,0.09036198995108026,0
911,2023-01-31,1718.79,Expense,0.34214102613000164,0
912,2023-01-31,4364.0,Income,0.8731338939262852,0
913,2023-02-01,366.13,Expense,0.07061142638052204,0
914,2023-02-02,1110.2,Expense,0.21997418515626413,0
915,2023-02-03,456.79,Expense,0.08881028900179258,0
916,2023-02-06,549.8,Expense,0.10748088477064735,0
917,2023-02-07,1478.0,Income,0.2938054411909355,0
918,2023-02-07,366.9,Expense,0.07076599426292197,0
919,2023-02-08,1908.62,Expense,0.38024702757932644,0
920,2023-02-08,2812.0,Income,0.5615892790110868,0
921,2023-02-09,661.33,Expense,0.12986913921748505,0
922,2023-02-12,744.15,Expense,0.14649421976341076,0
923,2023-02-13,1481.76,Expense,0.2945602142270703,0
924,2023-02-15,1187.46,Expense,0.23548316514875656,0
925,2023-02-16,1467.6,Expense,0.2917177710909883,0
926,2023-02-18,309.63,Expense,0.05926975708753962,0
927,2023-02-20,473.67,Expense,0.0921987381640146,0
928,2023-02-20,1902.47,Expense,0.37901249189522307,0
929,2023-02-22,3019.0,Income,0.6031419435004206,0
930,2023-02-22,3939.0,Income,0.7878204523419041,0
931,2023-02-24,1945.39,Expense,0.3876281458076975,0
932,2023-02-26,1262.0,Income,0.25044613911510893,0
933,2023-02-26,4757.0,Income,0.9520237352031363,0
934,2023-02-26,922.33,Expense,0.1822616292257755,0
935,2023-02-28,1015.8,Expense,0.201024564249051,0
936,2023-03-03,1328.26,Expense,0.2637470065018879,0
937,2023-03-03,158.91,Expense,0.029014599639073956,0
938,2023-03-05,910.99,Expense,0.1799852658667946,0
939,2023-03-05,2638.0,Income,0.5266609523388931,0
940,2023-03-05,1404.44,Expense,0.27903918998400123,0
941,2023-03-07,280.86,Expense,0.05349453893605105,0
942,2023-03-08,319.27,Expense,0.06120486668018298,0
943,2023-03-08,3072.0,Income,0.6137810315097669,0
944,2023-03-08,1929.62,Expense,0.3844625152811429,0
945,2023-03-08,932.06,Expense,0.1842148051942838,0
946,2023-03-10,323.65,Expense,0.06208409697227613,0
947,2023-03-10,437.89,Expense,0.08501635007015776,0
948,2023-03-12,191.51,Expense,0.035558642452370004,0
949,2023-03-13,71.85,Expense,0.01153839205240052,0
950,2023-03-13,2631.0,Income,0.5252557897716209,0
951,2023-03-13,798.53,Expense,0.15741032553601933,0
952,2023-03-15,1116.35,Expense,0.2212087208403675,0
953,2023-03-15,929.47,Expense,0.1836948950443931,0
954,2023-03-16,251.69,Expense,0.04763902578071836,0
955,2023-03-16,1570.0,Income,0.31227329207508386,0
956,2023-03-18,3549.0,Income,0.7095328235938839,0
957,2023-03-18,1168.82,Expense,0.2317414179696204,0
958,2023-03-21,53.38,Expense,0.007830770249898127,0
959,2023-03-22,1555.0,Income,0.30926222943092924,0
960,2023-03-23,914.0,Income,0.18058948577072162,0
961,2023-03-23,3735.0,Income,0.7468700003814013,0
962,2023-03-23,1503.0,Income,0.2988238789311932,0
963,2023-03-24,1369.59,Expense,0.272043487774082,0
964,2023-03-27,2033.0,Income,0.4052147590246566,0
965,2023-03-29,1768.01,Expense,0.352021326353021,0
966,2023-03-30,2917.0,Income,0.5826667175201691,0
967,2023-03-31,131.35,Expense,0.02348227387421386,0
968,2023-03-31,844.28,Expense,0.16659406660069093,0
969,2023-04-01,1265.2,Expense,0.2510884991458619,0
970,2023-04-01,1978.91,Expense,0.39435686712983503,0
971,2023-04-04,964.57,Expense,0.19074078163171493,0
972,2023-04-07,1826.23,Expense,0.36370826416253316,0
973,2023-04-08,548.17,Expense,0.10715368262998254,0
974,2023-04-09,740.0,Income,0.14566115909852798,0
975,2023-04-10,126.6,Expense,0.022528770703564894,0
976,2023-04-10,1536.02,Expense,0.3054522314985256,0
977,2023-04-13,209.27,Expense,0.03912374062304908,0
978,2023-04-15,1072.04,Expense,0.21231404178953475,0
979,2023-04-16,1530.46,Expense,0.30433613094509226,0
980,2023-04-20,716.06,Expense,0.1408555031184572,0
981,2023-04-20,360.44,Expense,0.06946922995083939,0
982,2023-04-21,1828.82,Expense,0.3642281743124238,0
983,2023-04-22,1664.0,Income,0.33114261797845285,0
